,SUBID,AROID,Sj�-id,Medeldjup,Maxdjup,Omsättningstid,wrt
1087,6289,655704-158552,655698-158548,6.04,13.0,10.9,0.09174311926605504
1088,6291,655708-157925,655464-158075,5.84,,0.896,1.1160714285714286
1089,6294,655725-153056,655669-153081,2.63,5.0,0.508,1.968503937007874
1090,6296,655730-152060,655805-151808,5.13,11.0,2.65,0.37735849056603776
1091,6297,655741-154551,655703-154610,3.87,,1.08,0.9259259259259258
1092,6301,655761-129874,655863-129783,12.7,40.0,5.46,0.18315018315018314
1093,6303,655779-158517,655781-158515,3.08,,2.77,0.36101083032490977
1094,6308,655785-156926,655562-156992,5.69,,1.41,0.7092198581560284
1095,6312,655799-151316,655974-150853,7.48,,4.27,0.234192037470726
1096,6314,655809-158253,655803-158244,3.8,,1.95,0.5128205128205129
1097,6326,655890-156215,655797-156309,16.1,40.0,3.17,0.31545741324921134
1098,6336,655938-128615,655977-128851,10.4,30.7,1.46,0.684931506849315
1099,6338,655954-129858,655935-129800,3.81,,0.624,1.6025641025641026
1100,6340,655966-128049,656030-128089,3.97,,0.341,2.9325513196480935
1101,6341,655966-153712,655967-153726,3.75,7.5,1.34,0.7462686567164178
1102,6342,655967-157546,655959-157554,4.1,,0.103,9.708737864077671
1103,6357,656030-128344,655998-128353,4.84,16.4,1.72,0.5813953488372093
1104,6359,656032-129541,656100-129552,5.29,15.0,1.81,0.5524861878453039
1105,6361,656038-131044,656060-131299,10.5,26.0,2.31,0.4329004329004329
1106,6363,656042-153699,655900-153882,3.89,,0.252,3.9682539682539684
1107,6367,656076-128222,656188-128168,17.3,47.6,2.81,0.35587188612099646
1108,6370,656087-156605,656016-156567,2.39,3.8,0.76,1.3157894736842106
1109,6372,656107-128977,655984-129029,3.87,,0.317,3.1545741324921135
1110,6374,656111-154656,656059-154694,4.07,,0.136,7.352941176470588
1111,6377,656126-130517,656046-130394,6.52,14.8,1.27,0.7874015748031495
1112,6379,656128-153309,656109-153314,3.73,,1.44,0.6944444444444444
1113,6384,656150-160232,656092-160258,3.01,7.0,1.61,0.6211180124223602
1114,6388,656153-155160,656081-155208,5.69,,1.72,0.5813953488372093
1115,6391,656164-156797,656162-156798,4.77,15.3,5.13,0.19493177387914232
1116,6395,656185-156851,656163-156846,2.92,9.2,1.2,0.8333333333333334
1117,6396,656186-153566,656168-153584,3.42,7.8,1.23,0.8130081300813008
1118,6404,656217-128231,656266-128216,6.94,18.0,0.228,4.385964912280701
1119,6408,656234-156751,656227-156753,3.69,,4.09,0.24449877750611249
1120,6410,656244-142434,655695-142624,9.18,21.0,0.968,1.0330578512396695
1121,6417,656273-156666,656265-156662,1.35,2.5,0.117,8.547008547008547
1122,6419,656283-128846,656335-128898,3.87,,0.892,1.1210762331838564
1123,6427,656297-128068,656345-128125,3.84,,0.913,1.095290251916758
1124,6428,656298-153680,656290-153685,4.32,6.8,1.19,0.8403361344537815
1125,6430,656300-143286,656100-143425,9.13,26.0,3.47,0.2881844380403458
1126,6432,656305-132939,656612-132996,3.66,8.0,1.39,0.7194244604316548
1127,6435,656322-131656,656523-131669,5.5,18.0,1.47,0.6802721088435374
1128,6436,656323-157703,656378-157786,5.14,10.3,1.09,0.9174311926605504
1129,6437,656350-128651,656257-128591,5.7,12.5,1.59,0.6289308176100629
1130,6443,656378-156729,656377-156726,3.75,,1.77,0.5649717514124294
1131,6444,656386-128288,656507-128245,13.4,31.5,0.962,1.0395010395010396
1132,6456,656451-156531,656455-156531,5.09,,3.17,0.31545741324921134
1133,6461,656473-133371,656342-133456,3.59,9.0,0.03,33.333333333333336
1134,6463,656483-130745,656448-130803,8.0,20.0,0.886,1.1286681715575622
1135,6464,656494-155840,656521-155820,3.79,,3.22,0.3105590062111801
1136,6468,656504-128481,656536-128433,8.86,24.3,1.89,0.5291005291005292
1137,6470,656510-156601,656393-156601,3.01,8.3,1.62,0.6172839506172839
1138,6471,656512-157248,656495-157251,3.8,,1.69,0.591715976331361
1139,6472,656524-157769,656651-157649,7.36,22.7,1.49,0.6711409395973155
1140,6474,656540-161385,656562-161394,7.46,16.0,2.32,0.4310344827586207
1141,6479,656548-157368,656583-157352,3.71,,3.41,0.29325513196480935
1142,6483,656569-157458,656589-157470,3.66,,5.8,0.1724137931034483
1143,6485,656571-153497,656578-153478,3.38,,2.14,0.4672897196261682
1144,6492,656636-131503,656869-131651,7.61,17.5,0.216,4.62962962962963
1145,6495,656641-132021,656470-132005,15.2,28.0,6.08,0.16447368421052633
1146,6499,656653-127175,656576-127142,3.66,,2.07,0.48309178743961356
1147,6501,656654-156442,656614-156319,5.55,,6.3,0.15873015873015872
1148,6507,656676-155140,656706-155129,4.27,,0.626,1.597444089456869
1149,6515,656707-159228,656875-159257,3.67,10.0,0.181,5.524861878453039
1150,6517,656708-152957,656853-152800,5.81,14.8,2.88,0.3472222222222222
1151,6518,656711-157237,656702-157237,5.02,,7.44,0.13440860215053763
1152,6526,656727-156175,656593-156257,3.9,,0.45,2.2222222222222223
1153,6533,656742-142695,656337-142505,6.56,14.5,1.11,0.9009009009009008
1154,6539,656765-141326,656755-141273,4.34,9.2,2.12,0.4716981132075471
1155,6542,656782-157529,656870-157469,4.59,15.1,0.579,1.7271157167530227
1156,6545,656795-154974,656776-154982,3.87,,7.15,0.13986013986013984
1157,6546,656801-154718,656828-154713,4.04,,3.12,0.3205128205128205
1158,6551,656825-128002,656804-128027,3.74,,2.84,0.35211267605633806
1159,6554,656840-132661,656826-132747,2.76,8.5,0.826,1.2106537530266344
1160,6556,656843-143562,656850-143696,8.07,21.7,2.59,0.3861003861003861
1161,6557,656844-157233,656855-157233,3.82,,1.51,0.6622516556291391
1162,6563,656869-163878,656895-163948,4.79,6.4,0.0227,44.052863436123346
1163,6565,656887-156079,656947-155897,2.71,,0.381,2.6246719160104988
1164,6568,656896-161449,656832-161545,2.32,2.9,1.61,0.6211180124223602
1165,6583,656942-131091,656690-131202,10.4,20.1,0.332,3.012048192771084
1166,6584,656944-154345,657081-154214,5.28,11.0,0.945,1.0582010582010584
1167,6597,656983-128155,656964-128259,3.13,4.5,0.0689,14.513788098693759
1168,6598,656984-157476,657041-157465,5.89,,0.174,5.74712643678161
1169,6602,657011-163159,657041-163174,5.74,13.7,0.412,2.4271844660194177
1170,6604,657026-155965,657010-156011,2.39,,0.136,7.352941176470588
1171,6622,657083-156399,657064-156444,2.32,,0.0514,19.455252918287936
1172,6629,657098-155558,657085-155520,1.89,,0.0857,11.668611435239207
1173,6632,657108-158179,658080-162871,12.9,66.0,2.77,0.36101083032490977
1174,6664,657195-142358,657087-142355,12.2,25.5,0.122,8.19672131147541
1175,6689,657277-142097,657218-142118,5.0,,0.122,8.19672131147541
1176,6709,657330-161320,658080-162871,12.9,66.0,2.77,0.36101083032490977
1177,6713,657333-141848,657323-142033,2.97,6.0,0.345,2.8985507246376816
1178,6716,657335-134155,647666-129906,28.9,,9.56,0.10460251046025104
1179,6739,657403-144216,657224-144245,5.17,8.0,0.804,1.243781094527363
1180,6755,657432-158666,658080-162871,12.9,66.0,2.77,0.36101083032490977
1181,6765,657449-141322,657042-141128,7.22,26.0,2.33,0.4291845493562232
1182,6768,657450-143459,657575-143299,6.11,12.5,0.428,2.336448598130841
1183,6778,657484-128466,657459-128448,8.92,16.4,0.327,3.058103975535168
1184,6783,657489-131103,657302-131090,6.83,18.0,0.136,7.352941176470588
1185,6796,657519-157666,657573-157633,1.84,,1.12,0.8928571428571428
1186,6800,657536-131744,657554-131818,3.82,,0.103,9.708737864077671
1187,6812,657561-134501,647666-129906,28.9,,9.56,0.10460251046025104
1188,6836,657613-132095,657680-132142,3.95,,0.0185,54.054054054054056
1189,6867,657674-145604,657334-145677,0.964,0.9,0.134,7.462686567164178
1190,6872,657686-156661,657300-156866,2.44,,0.14,7.142857142857142
1191,6886,657710-129172,656961-128876,13.0,41.0,1.96,0.5102040816326531
1192,6921,657764-144010,657712-143925,6.52,14.8,0.546,1.8315018315018314
1193,6922,657764-144523,657726-144463,4.98,12.5,1.33,0.7518796992481203
1194,6948,657801-128406,657738-128374,2.99,4.3,0.101,9.900990099009901
1195,6959,657824-129664,657454-129652,5.96,13.0,1.36,0.7352941176470588
1196,6963,657833-155898,657860-155986,2.17,,0.0778,12.853470437017997
1197,6968,657835-162783,658080-162871,12.9,66.0,2.77,0.36101083032490977
1198,6969,657836-129460,657556-129516,5.65,,1.83,0.5464480874316939
1199,6981,657851-139322,647666-129906,28.9,,9.56,0.10460251046025104
1200,6985,657863-140107,647666-129906,28.9,,9.56,0.10460251046025104
1201,6988,657865-161900,658080-162871,12.9,66.0,2.77,0.36101083032490977
1202,7017,657901-132820,657842-132807,6.03,,0.00637,156.98587127158555
1203,7039,657928-131656,657856-131680,15.7,35.0,2.05,0.48780487804878053
1204,7081,658005-139663,647666-129906,28.9,,9.56,0.10460251046025104
1205,7086,658015-132239,658068-132244,7.28,14.0,0.156,6.410256410256411
1206,7087,658021-162624,658080-162871,12.9,66.0,2.77,0.36101083032490977
1207,7132,658113-160680,658080-162871,12.9,66.0,2.77,0.36101083032490977
1208,7135,658122-134973,647666-129906,28.9,,9.56,0.10460251046025104
1209,7138,658131-146314,657972-146459,2.27,4.7,0.23,4.3478260869565215
1210,7153,658165-131970,658153-131979,5.48,,0.499,2.004008016032064
1211,7160,658174-137878,647666-129906,28.9,,9.56,0.10460251046025104
1212,7162,658182-144167,658191-144155,2.73,4.5,0.073,13.698630136986303
1213,7172,658213-138855,647666-129906,28.9,,9.56,0.10460251046025104
1214,7175,658223-136051,647666-129906,28.9,,9.56,0.10460251046025104
1215,7178,658230-162451,658080-162871,12.9,66.0,2.77,0.36101083032490977
1216,7192,658259-130397,658086-130264,3.67,11.0,0.963,1.0384215991692627
1217,7195,658261-141041,658199-141003,4.46,11.5,2.5,0.4
1218,7217,658312-144775,658251-144824,3.25,10.0,0.991,1.0090817356205852
1219,7224,658320-149845,658277-149990,2.62,,1.57,0.6369426751592356
1220,7233,658332-134224,647666-129906,28.9,,9.56,0.10460251046025104
1221,7245,658354-143636,658298-143461,5.45,8.0,0.22,4.545454545454546
1222,7253,658379-130039,658138-130075,6.2,,0.107,9.345794392523365
1223,7295,658479-132471,658444-132483,2.97,9.5,0.332,3.012048192771084
1224,7310,658509-146449,658268-146477,2.24,4.7,0.633,1.5797788309636651
1225,7315,658518-149510,658366-149508,2.23,,1.67,0.5988023952095809
1226,7318,658519-141864,658790-142151,12.3,,0.326,3.067484662576687
1227,7319,658523-144110,658500-143982,5.14,12.8,0.46,2.1739130434782608
1228,7325,658530-138438,647666-129906,28.9,,9.56,0.10460251046025104
1229,7326,658531-137396,647666-129906,28.9,,9.56,0.10460251046025104
1230,7336,658581-131848,658544-131833,9.09,30.0,4.1,0.24390243902439027
1231,7349,658609-131470,658566-131495,9.42,18.0,1.11,0.9009009009009008
1232,7352,658613-129646,658520-129864,31.6,64.2,7.91,0.1264222503160556
1233,7371,658660-137209,658713-137182,1.78,,0.986,1.0141987829614605
1234,7384,658697-142271,658485-142445,8.39,,0.0289,34.602076124567475
1235,7385,658700-143458,658689-143419,5.67,,0.00303,330.03300330033
1236,7395,658716-155810,658080-162871,12.9,66.0,2.77,0.36101083032490977
1237,7424,658780-136963,658749-136966,1.73,,1.04,0.9615384615384615
1238,7447,658838-138741,658778-138698,1.45,2.2,0.055,18.181818181818183
1239,7458,658883-141847,658734-141838,5.84,,5.63,0.17761989342806395
1240,7466,658903-130640,658846-130647,3.18,10.0,0.192,5.208333333333333
1241,7476,658940-137141,658754-137224,3.25,8.1,0.687,1.455604075691412
1242,7485,658967-157326,658080-162871,12.9,66.0,2.77,0.36101083032490977
1243,7504,659009-140990,659024-140991,2.56,5.9,0.836,1.1961722488038278
1244,7525,659062-152638,658080-162871,12.9,66.0,2.77,0.36101083032490977
1245,7547,659070-134070,659105-133982,2.96,,1.27,0.7874015748031495
1246,7548,659071-145517,659260-145573,4.37,17.0,1.44,0.6944444444444444
1247,7573,659113-130075,659068-130013,2.56,9.8,0.0222,45.04504504504504
1248,7575,659113-144188,659205-144377,10.6,20.0,1.99,0.5025125628140703
1249,7579,659118-132230,659241-132161,7.85,18.5,2.64,0.3787878787878788
1250,7587,659134-153507,658080-162871,12.9,66.0,2.77,0.36101083032490977
1251,7602,659154-161727,659147-161733,1.82,,1.06,0.9433962264150942
1252,7675,659280-129348,659330-129419,3.84,,1.75,0.5714285714285714
1253,7677,659283-137410,659236-137481,8.38,14.3,0.426,2.347417840375587
1254,7695,659300-136421,659305-136470,1.74,,0.89,1.1235955056179776
1255,7760,659371-129992,659176-130048,8.45,22.0,0.3,3.3333333333333335
1256,7765,659376-130873,659168-130863,7.12,23.9,1.68,0.5952380952380952
1257,7792,659402-140546,659553-140513,5.5,15.6,2.22,0.4504504504504504
1258,7799,659417-130715,659362-130736,3.65,,1.34,0.7462686567164178
1259,7803,659420-134466,659109-134484,6.23,19.2,1.98,0.5050505050505051
1260,7853,659461-132313,659503-132228,10.1,26.0,2.29,0.4366812227074236
1261,7882,659476-130252,659346-130158,17.1,50.5,1.98,0.5050505050505051
1262,7934,659518-129732,659400-129774,3.71,10.5,0.324,3.0864197530864197
1263,8083,659628-140896,659488-141007,4.41,10.6,0.193,5.181347150259067
1264,8086,659631-151422,658080-162871,12.9,66.0,2.77,0.36101083032490977
1265,8091,659637-140200,659656-140125,4.32,14.8,1.74,0.5747126436781609
1266,8106,659650-144895,659870-145235,10.2,25.0,1.16,0.8620689655172414
1267,8135,659684-141101,659648-141109,6.06,17.1,0.0628,15.923566878980893
1268,8164,659713-131468,659764-131492,3.65,,1.76,0.5681818181818182
1269,8168,659720-142665,659708-142682,8.73,19.0,0.195,5.128205128205128
1270,8207,659783-131656,659895-131684,9.86,27.0,1.55,0.6451612903225806
1271,8255,659850-162600,659771-162546,2.82,6.0,2.03,0.4926108374384237
1272,8267,659878-155479,658080-162871,12.9,66.0,2.77,0.36101083032490977
1273,8271,659883-163373,659706-163325,1.61,4.5,1.93,0.5181347150259068
1274,8275,659889-142306,659843-142308,4.59,12.0,0.792,1.2626262626262625
1275,8298,659930-144795,659888-144840,7.47,14.0,0.502,1.9920318725099602
1276,8343,659980-145440,659979-145472,4.07,5.6,0.038,26.315789473684212
1277,8349,659988-143961,659919-143967,5.66,,0.00293,341.29692832764505
1278,8352,659990-129769,659741-129762,4.39,13.0,0.209,4.784688995215311
1279,8358,659998-142052,660019-142000,6.02,,1.99,0.5025125628140703
1280,8379,660028-140696,659834-140748,4.79,12.0,0.303,3.3003300330033003
1281,8381,660030-137616,659989-137602,7.71,23.0,1.62,0.6172839506172839
1282,8388,660045-129240,660010-129244,4.12,,0.0644,15.527950310559007
1283,8389,660048-131667,660141-131651,8.55,25.0,1.36,0.7352941176470588
1284,8408,660088-146874,659907-147243,5.92,11.0,0.0159,62.893081761006286
1285,8415,660098-141796,659912-141745,6.28,,0.753,1.3280212483399734
1286,8416,660100-163970,660018-163987,5.48,10.0,0.164,6.097560975609756
1287,8421,660121-148275,659858-148291,6.11,,0.304,3.2894736842105265
1288,8422,660125-136563,660121-136542,1.68,,1.61,0.6211180124223602
1289,8432,660135-145860,660152-145948,7.42,21.0,0.177,5.649717514124294
1290,8439,660143-140272,660283-140320,3.32,8.8,1.91,0.5235602094240838
1291,8453,660170-128212,659997-128087,7.34,14.0,0.737,1.3568521031207599
1292,8464,660194-140584,660024-140636,2.74,5.3,0.102,9.803921568627452
1293,8480,660217-143622,660152-143776,6.53,28.0,0.0199,50.25125628140703
1294,8507,660270-128950,660453-128893,5.74,13.9,0.554,1.8050541516245486
1295,8512,660286-149638,660330-149815,2.6,5.4,1.65,0.6060606060606061
1296,8521,660300-133458,660337-133600,2.78,7.0,1.34,0.7462686567164178
1297,8530,660319-135000,660321-135002,4.44,9.4,0.442,2.262443438914027
1298,8531,660320-154470,658080-162871,12.9,66.0,2.77,0.36101083032490977
1299,8532,660321-140385,660121-140473,3.25,8.0,0.7,1.4285714285714286
1300,8537,660336-129865,660208-129859,5.75,18.0,2.24,0.4464285714285714
1301,8541,660350-138782,660356-138730,3.77,6.6,0.281,3.558718861209964
1302,8543,660356-136401,660085-136371,1.99,,0.234,4.273504273504273
1303,8544,660365-148500,660089-148471,6.27,,0.19,5.2631578947368425
1304,8550,660387-134370,660659-134348,5.51,17.0,1.03,0.970873786407767
1305,8562,660415-148152,660358-148118,4.35,,0.165,6.0606060606060606
1306,8571,660450-130549,660366-130564,21.9,63.0,4.91,0.20366598778004072
1307,8574,660454-140801,660140-140887,6.33,15.9,0.101,9.900990099009901
1308,8583,660480-141424,660344-141394,5.64,7.0,0.0812,12.315270935960593
1309,8584,660482-128676,660429-128672,3.54,6.5,0.0213,46.948356807511736
1310,8590,660502-132953,660457-132920,4.12,9.0,0.837,1.1947431302270013
1311,8596,660520-144850,660495-144897,10.9,49.0,4.82,0.20746887966804978
1312,8611,660573-131401,660568-131384,3.02,,1.21,0.8264462809917356
1313,8623,660590-149275,660342-149267,3.93,10.6,1.77,0.5649717514124294
1314,8624,660591-137321,660612-137203,4.24,12.5,0.554,1.8050541516245486
1315,8625,660592-134636,660627-134606,1.89,5.0,0.108,9.25925925925926
1316,8628,660609-142022,660654-141995,6.35,,1.24,0.8064516129032259
1317,8629,660613-146648,660761-146758,4.45,10.5,0.0109,91.74311926605505
1318,8634,660630-161568,660637-161566,4.1,,0.105,9.523809523809524
1319,8650,660689-134981,660583-134916,2.89,7.6,0.634,1.5772870662460567
1320,8651,660691-161155,658080-162871,12.9,66.0,2.77,0.36101083032490977
1321,8654,660699-141058,660456-140988,2.27,2.6,0.502,1.9920318725099602
1322,8655,660699-146795,660769-146807,3.46,7.0,0.00095,1052.6315789473683
1323,8657,660704-147177,660622-147149,5.1,12.0,0.0167,59.880239520958085
1324,8672,660745-135155,660698-135174,0.825,1.6,0.106,9.433962264150944
1325,8687,660768-161922,660749-161885,2.61,4.5,0.506,1.976284584980237
1326,8688,660771-138284,660666-138102,6.88,13.0,0.527,1.8975332068311195
1327,8699,660795-149662,660571-149616,2.6,4.4,0.857,1.1668611435239207
1328,8701,660797-164411,660688-164478,4.58,11.5,1.81,0.5524861878453039
1329,8706,660820-141890,660866-141872,4.69,,0.248,4.032258064516129
1330,8708,660825-154247,658080-162871,12.9,66.0,2.77,0.36101083032490977
1331,8710,660833-128592,660824-128647,3.81,12.0,0.0835,11.976047904191615
1332,8717,660848-144302,660963-144145,3.95,23.0,1.19,0.8403361344537815
1333,8718,660852-148965,660557-148736,3.82,10.5,0.552,1.8115942028985506
1334,8719,660859-141811,660841-141748,6.49,,0.235,4.25531914893617
1335,8725,660887-165402,660887-165449,4.85,10.0,0.419,2.3866348448687353
1336,8731,660913-159795,661075-159692,21.8,52.0,26.9,0.03717472118959108
1337,8743,660949-165656,660794-165566,3.37,7.1,0.0825,12.121212121212121
1338,8747,660974-136617,660912-136680,1.8,3.6,0.0444,22.52252252252252
1339,8754,661007-138360,661027-138298,3.14,8.0,0.213,4.694835680751174
1340,8759,661036-143765,661239-143394,11.2,60.0,5.98,0.16722408026755853
